text,label
굿굿,0
소울직히갓직히넘그냥그래서추천합니다 나만당할수없어요,0
예상했던것보다 실제로 받아보니 더 좋고  마음에 들어요.,0
패딩 가볍고 좋은데 지퍼 올릴때마다 계속 걸리네요.,1
"블랙은 전반적으로 괜찮으나
그레이 보풀 진짜 ㅡㅡ
혹시나 해서 세탁도 해봤는데 세탁기 난리도 아님
세탁 후에도 엄청나게 기모 털이 다 빠져서 집안이 난장판이고 이후 세탁한 다른 옷들까지도 오염됐음
후기 잘 보고 샀어야 했는데..
왜 계속 문제가 되는 상품이 개선이 되거나 여전히 판매중인지 의문임
다른 색상은 괜찮은거 같으니 문제 상품 빨리 조치해서 가른 옷들까지 평점 테러 당하지 않는게 좋을거 같습니다",1
"반팔 위에 입으려고 샀는데 뭔가 어깨가 답답한 느낌.. 오버핏이라 하믄
어깨나 겨드랑이 걸리는 느낌이 없어야 하는데..
목에 카라까지 걸리적거리게 걸림..",1
디테일도 재질도 맘에 듭니다 ㅎ 특히 봉제가 아주 튼튼하고 시보리도 짱짱합니다,1
핏하게 입으니 몸도좋아보이고 이쁩니다 겨울이너로 최고인듯,1
경량패딩 먼가 돈 아까워서 가성비템으로 스파오꺼 사봤는데 만족해요!! 빵빵하진 않은데 그래도 은근 따듯함..!! 지금 날씨에 딱임!!,1
배송이 잘못와서 조금 별로였지만 다시 받고 보니깐 무난무난하게 입을 만 했어요.,0
강추,0
이거 디자인 진짜 너무 이뻐요 그리고 단점을 말하자면 제꺼만 그런지 모르겠지만 제 신발 앞 쪽에 있는 실리콘이 떼지고 있어서 조금 불안해요 그거 말고는 진짜 좋아요 오래 신어도 진짜 편하고 그리고 발볼 넓으신 분은 진짜 강추입니다 이거 발볼이 넓어서 진짜 편해요👍👍👍진짜 꼭 한번은 사보새요,1
"기모 들어간줄 모르고 주문했는데 
날씨가 추워져서 그냥 입을려구요
옷은 이쁩니다 
색상도 맘에 들고 잘 입고 다닐껭ᆢㄷ",1
" 옷은 괜찮지만 이런 업체에서 다시는 안살것같아요ㅋㅋ
교환해서 물건 받는데 2주 걸리네요 스트레스 받으려면 여기서 사시면 좋을듯",1
확실히 다른 후드티보다 퀄이 좋은 것 같아요 키 150 초반인 분들은 처음엔 클수도 있는데 건조기 한번 돌리면 완전 예쁜 핏 나와요!!,1
핏이나 기장은 괜찮았는데 옷이 오래돼서 그런지 색이 조금 바랬더라구요 검은색 사시는 분들은 이런부분 고려해서 사세요,1
"너무 편하고
면이 두겁지 않아서 여름에도 손이 많이 갈 거 같아요
완전 강추!",1
"이쁜데 발이 무지하게 커보여요
그리고 좀 무게감이 있어요 근데 프린팅도 이쁘고 
키도 커보여요",1
원단이 많이 약해요 하루만에 보풀이 다 올라왔네요,1
어후 반품 귀찮아서 관뒀지만 이렇게 두툼할줄이야ㅜㅜ 뭐 기모니까 그런건 상관없습니다.. 근데 옷에서 냄새나는건 좀 실망스럽습니다 ㅜ,1
박스 느림,0
"매우 편안하고 우수한 보온성을 가지고 있습니당
올 겨울 뜨뜻하게 보낼 것 같아요
사진의 이미지보다 어두운 카키색입니당",1
유투버 추천 보고 구입했어요 이 가격에 이 품질이라니 놀랍네요 평소 105 사이즈 입는데 XXL 잘 맞습니다,1
가볍 부드러워요,1
진짜 한사이즈만 작은거 살껄그랬어요. 옷은 너무 이쁩니다,1
"기모 후드티입니다.
겨울에 따뜻하게 입을 수 있을것 같습니다.
중2  마른 체형인데 체형 커버도 됩니다.
예뻐요.",1
뭐지 하루 입었는데 장난안치고 무릎이 너무 튀어나왔네,0
다리가 정말 길고 얇다 하시는 분만 사세요 두꺼우면 비추,1
강추,0
"평소 245인데 뭔 브랜드마다 다달라서 어떤건 240, 어떤건 250신네요.. 그냥 로퍼 구두는 250신는 245입니다 
 오프라인에서 240신어봤을땐 발이 들어가긴하는데 너무 딱! 맞아서 좀 답답하고 오래걸으면 엄지발가락이 신발천장에 닿을것같아서 불편했는데 245하니까 앞에 여유도 좀있고 괜찮아요! 
신발을 딱맞춰신는것보단 발가락이 안에서 좀 움직일수있도록 살~짝 여유있게 신는거 좋아하는 편입니다",1
팔도 엄청 길고 통이 많이 큽니다 안에 입고 싶어서 샀는데 이너로는 적합하진 않아요,1
진짜 따뜻하고 옷도 넘 이쁘네요 이번 겨울내도록 잘 입을게요,1
"탄탄 튼튼
빈티지감성 충만
길게 말할거 없이
헨리넥중에 넘버원입니다",1
배송도 하루만에 왔으며 핏이랑 색감도 이뻐서 편하게 데일리로 자주 입을꺼 같아요,1
강추,0
"원단 탄탄하고. 너무괘안은상품이네요
잘입겠습니다",1
옷이 좀 쳐저요 ㅜ 저랑 스펙 비슷하신 분들은 s가 좋을 것 같아요 ! YALE 프린팅 부분이 살에 닿으면 까끌까끌해서 이너 입는게 좋을 것 같아요 🥲,1
사이즈도 잘맞구요 색상도 사진과 같아요 맘에들어요,1
"색깔 어둡고 좋네요
그렇게 타이트 하지 않고 좋네요",1
퀄리 딱 맞아요,1
도톰하고 무겁습니다만 원하던 핏이어서 좋습니다.,1
도착 별로,0
"아이 주려고 샀는데 넘이쁘게 잘 맞아요. 키151 몸무게 48 
디자인이 노멀하고 가성비가 좋네요.",1
사이즈 잘맞아요.숏다리인저는 바지가 좀 기네요. 롤업하거나 줄여야할것같아요,1
"교복이랑  잘입고다녀요
이쁘네요
예일후드 최고예요",0
전에 같은 신발인데 디자인만 다른거 사서 계속 신다가 뜯어져서 재구매 했습니다.,0
잘못와서 정확하게 사이즈 평하기가 너무 힘드네요,1
재질 안좋습니다 한번 빨았는데 고무도 다 늘어나고;; 추천은 안합니다.,1
#스트릿 #캐주얼 #아방핏 ,1
일단 탄탄해서 좋고 무게감 있어서 핏이 예뻐요. 박시 하게 입고싶다면 무조건 이거 추천..상위 제품 다른거 사봤는데 기장 짧아서 반품함 ㅠ,1
"세미오버핏은 아니고 정핏
시착 해보니 털뭉치들이 후두둑 떨어지네요...",1
약간 길어요 그거 빼고는 다 예쁘고 사이즈도 잘 맞습니다,1
도착 좋음,0
엄청 크고 두껍고 뻣뻣해서 가을 겨울에 입어야겠다,1
"무신사 스탠다드
세미 와이드 히든 밴딩 슬랙스 [블랙] 좋아요",0
배송비 굿,0
"이번이 3번째 구매일 정도로 편하고 예쁜 바지입니다. 와이드한 실루엣이 특히나 포인트가 되는 바지인데, 사이즈는 허리를 기준으로 고르시는게 좋아보입니다.",1
주문 좋음,0
반품,0
두꺼워서 여름에는 좀 덥지만 속도 안비치고 좋아요,1
"박시한건 알앗지만 더 박시해요
그래도 도톰해서 따듯하니 귀엽습니다",1
#데일리룩 #출근룩  너무 추천드려요 출근룩에!,0
이거 사진보다 실물이 더 이쁩니다~ 너무이뻐서 다른색상도 추가구매.. 근데 사고나니 가격이 더 다운된건 ㅠㅠ,1
사이즈도 좋네요 가격도 좋고 잘산듯 하네요. 추천 드립니다.,1
배송도 빠르고 색상 착화감 다 너무 만족해요 잘구매했네요,1
어재 밤늦게 주문했는데 벌써왔네요 2xl이랑 고민했는데 잘산거같아요,0
"카키가 엄청 털이 빠지고 별로에요
네이비는 털 안빠지네여",1
"재질이 부드럽고 늘어짐 없이 좋아요.
사이즈는 넉넉히 잘 맟습니다. 무난하거
예뻐요.",1
"목 둘레가 조금 큰거빼고 색상은 이뻐요.
두께감이 있어 습한날은 피하면 좋을꺼같아요",1
넓어 까끌거려요,1
블랙프라이데이때 구매했는데 할인 받고 사면 이만한게 없습니다.,0
"진짜 제 교복템.. 맨날 입고 다님다.
적당히 두께감 있어서 입고 다니기 편해요!! 소매부분이랑 아래 시보리가 짱짱해서 핏 이쁘게 잘 떨어짐다",1
"생각보다 옹동이를 안덮는 기장과? 핏이라서 예상한 핏은 안나왔는데 예쁜 것 같아요!
여름에는 에어컨 강한 실내에서도 입고 선선한 날씨에도 입고 자주 입을 것 같습니댜 굿",1
강추,0
"얇지만 충분히 따뜻해요
요즘 날씨에 딱 좋네요
한겨울되기전에 얼른 입어야겠어요",1
배송비 느림,0
허리도 잘 들어 맞고 봄 가을에 입고 다니기 좋은 청바지에요,1
배색이 깔끔하니 예뻐요 기모가 도톰해서 따뜻할거 같아요 오버핏이예요,1
발볼 진해요,1
"옷은 이쁜데 털 비린내? 냄새가 너무 심해요….
비깥에 널어놓고 좀 괜찮은가 했는데 
비오거나 습할때 냄새가 다시 훅 올라와요…",1
겨울 동안 방한력 좋아서 잘 입었습니다! 밝은 색 가성비 패딩으로 추천이요!,1
발길이 24.2cm 평소245 신고 다니는데 신발크기가 다 크다해서 반사이즈 다운해서 샀어요! 그런데도 조금 커요.. 그리고 발볼이 살짝 불편해요!😭,1
"가볍게 착용해도 흐트러짐 없는 실루엣이 매력적이고, 히든 밴딩 덕분에 사이즈 고민 없이 편안해요.
톤이나 스타일에 구애받지 않아 출근룩부터 캐주얼룩까지 활용도가 정말 높습니다.",1
저처럼 키 작은 분들은 기장 수선 없이 편하게 입을 수 있는 좋은 바지입니다.,1
"털 나름 빵빵합니다.
그냥 디자인도 무난무난 기본 템",1
써보 연해요,1
여기 반팔을 벌써 몇 번째 사다 바치는줄 몰라요. 주위에 소개도 하고다닙니다. 상줘야되요.,0
사이즈가 살짝크긴한데 이쁘고 편해서 만족합니다,1
색깔이 깨끗한 눈사람 + 소다 색이에요! 그래서 입으면 화사해보이고 얼굴 빛을 밝혀주는 느낌이에요🤩 실제 색이 궁금하면 스파오 매장에 직접 가서 보는 것도 좋을 것 같아요,0
"아이가 좋아해요..
네이비 색도 너무 예뻐요.
기모가 정말 따뜻할것 같아요",1
"1. 축축한 상태로 바지가 도착함
2. 수영장 락스냄새가 심하게남
3. 직장에 같은 제품가진 사람이 있어서 비교해봤을때 색깔이 다름

3만원에 사서 교환하기도 귀찮고해서 그냥입긴하는데 다신 안살거같네요 축축하고 냄새나는건 해결한다쳐도 색깔이 다르니 뭐.. 문의해도 제조과정에서 색깔 차이가 있을 수 있다고 하시는데
차이가 심해도 너무심해서 실망입니다",1
"사이즈도 넉넉하고 좋아요.
입었을때도 너무 이뿌네요.",1
칼배송 빨라요,0
사진과 비슷해요 이너로 입기에 좋습니다 망족해여,1
만족스럽습니다 토피 제품은 항상 만족하고 있어요 색상도 좋고 주위에서 잘샀다고 칭찬하네요,1
"가격 변동이 심한 제품 같네요
직접 와서 착용해보니 예쁩니다. 다만 
가격이 천차 만별이에요 10%면 9천원씩 왔다 갔다 하는데 
어제는 20% 오늘은 30%...... 
최저가 잘 보고 사세요",1
기장이 좀 길어서 수선했지만 내가 원하던 핏이라서 만족함,1
택배 굿,0
신축성 작아요,1
할인때문에 저렴하게 두벌 구매할수 있었어요! 생각보다 두꺼워서 따뜻하게 입고 다닐수 있을것 같아요~ 사이즈도 정사이즈여서 이쁘게 매치게 입기 좋은것 같아요,1
건조 진해요,1
설치 진해요,1
색이 맘에 들었고 직접 착용해보니 예상보다 더 맘에 들어서 좋았어요.,1
예쁜데 배송왔을때 검은 얼룩이 묻어있더라고요 지우개로 지우니까 지워긴 하는데 일단 받았을때 기분이 안좋았어요,0
"중1 아들
우선 이것만 입어요
핏이 너무 예쁘니다
완전 추천합니다",1
소리 진해요,1
바지는 괜찮은데 양쪽 주머니에 모래가 들어있네여..,1
사이즈 176에 69인데  후기 보고 4사이즈 시켰는데 조금 작은감이 있습니다 5사이즈 시켰으면 좋을 것 같아요,1
페이탈리즘이 확실히 바지 잘 만듭니다. 어느 바지를 사도 핏 맘에 들고 재질도 맘에 듭니다,1
전투용으로 적합해요 모자도 잘 안살고 가슴단면과 어깨 통이 좁아 불편하네요ㅠ 저렴한 가격이라 기대는 많이 안했지만 가격 좀 더 보태서 다른 제품 사는것도 좋을 것 같아요,1
도착 빨라요,0
두께 연해요,1
면재질이 생각했던거보다 더 좋네요 사이즈는 커서 수선해야 할것같네요,1
허리 커요,1
딸 사줬는데 좋아합니다 구매확정요 20자 이상 직성해야 해서 더 작성해 봅니다,0
"약기모가 있는걸 확인도 안하고 주문했는데 오히려 더 좋아요 추운 겨울 대비 톡톡히했어요ㅎ
털빠짐 주의",1
너무 마음에 듭니다 품질도 좋고 사진과 그대로에여 강추합니다.,1
좀 작고 너무 두껍긴한데 그래도 이가격엔 입을만해요,1
저한텐 좀 길어서 줄이거나 롤업해야할것같아요,1
모델 사진이 진짜 사기. 페이탈리즘에서 바지 총 네개 샀음. 첫구매는 별1개 줌. 두번째 세번째는 짱 맘에 들어서 별 5개줌. 이번건 별 2개짜리. 일단 모델 사진이 너무 사기적으로 잘나온듯. 실물은 저런느낌 안나옴. 그리고 종아리에 비해서 허리가 크게나옴. 처음 별 1개 줬던 블랙진이랑 같은느낌. 이 브랜드에서만 네번째 사는거고 맘에 들었던 바지랑 실측표 비교해보고 고려해서 샀는데도 허리가 왜 이렇게 큰건지 이해가 안됨. 허리랑 그 밑으로 다리랑 따로 노는 느낌임. 술배 나오고 다리는 얇은 사람들 위해서 만든 바진가?,1
택배 느림,0
사이즈는 평상시에 신는 것보다 좀 크게 나온 거 같아요 그리거 생각보다 발볼도 좁을까 걱정했는데 괜찮았어요,1
"디자인, 재질 모두 마음에 듭니다.
세탁 후 변형도 없고 추천합니다.",1
단추 부드러워요,1
"한번 입었는데 보풀 엄청 일어나고 
두꺼워서 엄청 덥습니다",1
"와이드만 입다가 오랜만에
꽉 끼는거 입으니 적응은 안되지만
바지는 이뻐요!
잘 입을게오오옹",0
배송비 굿,0
"학교 갈 때 잘 입고 잇어요! 두께도 두꺼운 편이라 따뜻해요
이 사이즈가 저한테 딱 맞는거 같아요! 참고하세여",1
루즈핏 기모후드집업 찾다가 발견했는데 너무예뻐요 브라운예뻐서 논기모 그레이도 샀어요,1
한 때 주구장창 입어댔지만 전반적인 서비스들이 초심을 잃은 듯한 느낌적인 느낌이 없지 않아 드는 이유는 뭘까요? 타 브랜드로 갈아탔습니다 굿바이 페이탈리즘~,0
칼배송 빨라요,0
"재구매입니다.
색상,디자인 다좋네요
가격대비 추천합니다.",1
무난무난무난무난무난무난무난무난무난무난무난,0
"저렴하게 흔히 볼 수 있는 트레이닝팬츠입니다.
작년에 브렌슨의 다른 바지 사서 입고
좋았던 기억에 재구매했는데
이 조거는 재질과 입었을 때 핏까지 그저 그래서
차라리 기모버전을 샀다면 따뜻하기라도 했을까요..",1
키 180에 몸무게95인데 XL사이즈로 시켰는데 허리가 엄청 쪼이네여 사이즈보다 작게나온거 같네여 다들 시킬때 정확하게 보세여,1
환불,0
택배 굿,0
1주일 정도 입었는데 옷에서 솜털 튀어나오고 말도 아니네요,1
"여름 원단이라 확실히 시원하긴 해요. 얇고 통기성 좋아서 더운 날 입기 괜찮습니다. 핏도 다른 슬랙스보다 자연스럽고 깔끔하게 떨어져서 무난하게 입기 좋아요. 다만 특별히 눈에 띄는 부분은 없어서 전체적으로 ‘쏘쏘’, 평범하지만 실용적인 바지 느낌이에요. 가성비 괜찮은 여름용 슬랙스 찾는 분께 무난하게 추천합니다.",1
m사이즈 구매했다가 너무 커서 s사이즈로 교환했어요 공용이라 그런지 s사이즈도 커요 그래도 밑단 조여입으면 길이 조절되고 두꺼운 니트에 입어도 잘 맞아요 밑단 조여입으면 사무실 경량st 아니고 푸퍼 패딩같은 귀여운 핏 나와요 실물 색상도 예쁜 하늘색이라 마음에 들어요 엄청 가볍고 얇은 두께에 비해 보온성이 좋아요 예전에 산 다른 경량과 비교했을때 이게 확실히 더 따뜻해요 숏패딩 입기엔 덥고 그냥 경량은 추울때 입기 딱좋네요 요즘 인기템이라 구하기 힘들었고 배송도 느렸지만 할인 받고 사서 좋아요 유행 지나도 꿋꿋하게 오래오래 입을거에요,1
가볍고 편하게 입기 좋습니다. 사이즈도 적당하고 착용감도 좋습니다.,1
칼배송 좋음,0
옷이 일단 겁나게 이쁘고 따듯하기는 한데 털이 좀 빠지네요.. 근데 이 가격대인 걸 생각해보면 가성비 같습니다.!!,1
"검은색은 맘에 듭니다 오배송와서 교환 하려다가 요즘 무신사 배송 개느려서 오고가고 시간 귀찮아서 그냥 입을라구요.
엄마는 맘에 든대요",1
디자인이 너무 이쁘고 발도 편하고 너무 좋습니다.,0
"가성비 좋고 색감도 너무 이쁘네요
올겨울 요놈으로 해결합니다",1
무난하고 가성비 있게 입기 좋습니다! 잘 입고다닐게요,1
핏도 나쁘지는않고 탄력감있어서 좋긴한데 오자마자 한번 세탁하고 딱 두번입었는데 사진처럼 보풀일어나고 헤진것 같은 느낌이네요... 저렴해서 한철 잠깐 입을 생각이긴했는데 품질이 이래서 걍 동네마실용으로나 입어야겠어요.,1
"1+1에 저가격이면 좋아요! 재질도 좋고
다음에또 구매할 의향 있음",1
평소 기장 긴 상의를 선호하지 않고 오버핏을 좋아하지 않아 평소 M-L 사이즈 입습니다. 후기보고 XL 사이즈로 구매하였는데 딱 잘맞습니다. 니트처럼 부드럽거나 늘어나는 재질이 아니여서 폼이 잘 잡히고 상품 만족입니다!!,1
갈색 신발이 없어서 고민하다가 구매했는데 너무 좋아요,0
너무 맘에들고 사이즈도 좋았어요 ! 마른체형에 저랑 비슷한 분은 이 사이즈 추천 !,1
처음에는 옷이 너무 잘 맞고 괜찮았는데 설명이랑 다르게 세탁 후에 기장이랑 전체적으로 많이 줄었습니다,1
박스 굿,0
아무리 4만원짜리 패딩이라지만..일주일도 안돼서 4년입은 비주얼이 됨. 실밥 다 뜯어지고 올 풀리고 내 몸에서 깃털이 자라나 싶을정도로 입어본 패딩 중에서 제일 깃털 잘빠짐. 그냥 돈 더 주고 다른 선택지를 찾으시길추천드립니다,1
소음 까끌거려요,1
쪼이 딱 맞아요,1
색감이 부드러워 캐쥬얼 옷에는 잘 어울리는데 딸 교복엔 색상이 잘 안어울려 아디다스 가젤을 더 자주 신네요.,1
퀄리티 딱 맞아요,1
믿고 입는 무텐다드 슬렉스 입을때마다 편해서 다시 구입하게 되는거 같습니다,0
강추,0
2만원도 안되는 돈으로 사니 너무 좋네요! 탄탄하고 투웨이지퍼! 싸게 사서 세탁기에 막 돌려도 되니 좋아요! 동일 가격대에서는 이게 최고,1
"반팔 위에 입으려고 샀는데 뭔가 어깨가 답답한 느낌.. 오버핏이라 하믄
어깨나 겨드랑이 걸리는 느낌이 없어야 하는데..
목에 카라까지 걸리적거리게 걸림..",1
예쁜 일자핏 생각했는데.. 허리통이 생각보다 좁고 기장은 매우 길어요..ㅠㅠ,1
M 주문했는데 XL 옴. 엄청 큼. 다 품절이길래 교환 포기함. 환불하기도 귀찮아서 오빠 줌. 내돈..,1
역시 예일 귀여운 폰트랑 옷이 짱짱하니 이쁘네요 굳굳,1
"블브세일 기간중 구입했어요
실물이 더 좋아요
추천합니다",1
버튼 부드러워요,1
M사이즈인데 생각보단 크네요 두께감조 좋아요,1
배송비 느림,0
청바지 색상 원하던 느낌 그대로입니다 마음에 들어요,1
좋다는 사람은 돈 받은 사람들인가요? 아니 아무리 그래도 그렇지 털이 이만큼 묻어나는 건 문제 있는 거 아닌가요 ㅠㅠ.. 걷다가도 빠지고 뭉탱이로도 빠지고.. 난생 옷이 털갈이 하는 건 또 처음 ㅋㅋ.. 빨지도 못해요 털이 계속 빠져서 ㅎㅎ 다른 색은 몰라도 그레이는 사지 마세용 ㅎㅎ 짱나네,1
택배 별로,0
주머니 부드러워요,1
"세탁한번하고 목 다 늘어나서 못입을 정도
마감또한 좋지 못한편 기본티로 사는건 비추",1
오버 부드러워요,1
"기장이 길어서 한 단 정도 수선했더니 입을 만해졌어요. 여러가지로 아쉽긴하지만 그래도 가격 생각하면 큰 불만은 아니에요.
예전 리뷰 보면 괜찮았던 것 같은데 몇 년 사이에 리뉴얼된 건지 디자인이 살짝 다른 느낌이고, 바지 자체는 스트레이트하게 떨어지는데 주머니 부분의 안감 때문에 엉덩이•골반 부분이 부각되어 보이는 것 같기도 해요.
엄청난 하이웨스트에다가 몇 년전이면 괜찮았을 와이드핏이 요즘은 살짝 한물 간 느낌이라 코디를 어떻게 할 지 머리 싸매고 고민해야할 것 같아요 ㅋㅋ큐ㅠ
그래도 기본템이라고 생각하면 하나쯤 구비해둔다는 마음이긴한데... 많이 아쉽네요... 자주 손이 갈 것 같진 않아요...",1
"재질도 두껍고 한계절입고 버리지않고 너무좋아서 매년 삿는데
올해 주문한거는 얇아져서 그냥 한계절이나 입어야겠네용
약간아쉬워요",1
두께감 좋고 겨울에 데일리로 입기 너무 좋을것 같아요.,1
뒷부분만 굽이 높아서 너무 불편해요. 너무 높인 거 아닙니까?,1
"배송 빠르고 디자인 예쁘고
따듯하고  데일리 입기 좋아요",0
"다른 아디다스 디자인과 동일한 사이즈로 주문해서 착용했더니 딱 좋아요!! 
네이비계열 이나 데님과 코디해서 착용하려고 구매했는데 컬러감딱좋네요!!",1
사이즈가 살짝크긴한데 이쁘고 편해서 만족합니다,1
잠옷에... 편안한 바지,1
생각보다 싼 티 많이 나는 재질입니다. 길이도 좀 길어요.,1
"흰색 2XL 입고 있는데 확실히 타이트 합니다.
그래서 한사이즈 업해서 주문했습니다.
훨씬 편안하네요. 
저랑 비슷 하신분은 3XL 사이즈가 좋으실거같습니다.
잘  입겠슥니다.",1
"기본에 충실한 가성비 갑입니다
오래 입을것 같습니다",1
예뻐요 ㅎㅎ 근데 조금 불편한 느낌이 있는거같아요 너무 딱딱한..,1
가격이 엄청 저렴한데 옷이 너무 예쁩니다 자주 입을거같아요,0
사이즈가 왜 정사이즈가 아닌 건지... 그래도 색은 예쁜 아이보리예요,1
아래 시보리가 꽉 쪼이지않습니다 그래서 더욱 편안합니다,1
강추,0
손상 연해요,1
기사 별로,0
정사이즈 옷입니다. 소재자체가 좋은거같지는 않고 세탁돌리고 나니 꾸깃거려서 다려주고 입어야할거같습니다.,1
"사진으로 보는거랑 비슷해요
간단하게 입기 괜찮은 거 같아요
",1
네이비 색상 사고싶었는게 있어서 바로 구입했어요 ! 데일리로 신기좋아요,1
소리 좋아요,1
"목 부분이 신축성이 하나도 없어서 너무 불편해요.
조금 여유라도 있으면 입을텐데 목구멍도 작아요ㅠㅠ",1
기사 빨라요,0
안에 기모가.들어있어요. 아니길.바랬는데 아쉬워요,1
갖고싶었던 운동화 드뎌 구매했어욤~ 너무 좋아요~,0
두꺼워서 더운데 흐믈거리고 장점이 없습니다. 재질자체도 더운느낌. 흰색은 좀 비치는거 같고 품이 커서 체구가 작은 사람이 입으면 없어보이는 느낌,1
허리33기준 아주살짝 쪼이는 느낌이드는데 그건 제가 너무 골반에 편하게 걸치는 스타일만 입어서 그렇고 핏이나 제질은 맘에 드네요,1
굿굿,0
"와이드 스웨트 조거 팬츠
와이드핏이라 편하고 허리가 쫀쫀해요..",1
"디자인이 예뻐서 샀는데,사이즈는 생각보다 잘 맞았어요.
키가 작아도 적당히 잘 입을수 있을것 같아요
두께는 적당했고 가을쯤에 입기좋을것 같아요 (추위 잘 타시는 분들은 추울수도 있을것 같습니다.)
색감도 너무 노랗지 않고 딱 이쁜 아이보리 색이라 좋았어요",1
"블루 구레이 색감 핵 별로 진짜 이색감 밖에 나가서 어떻게 입음....? 
모니터별 색상 다른거 기재해놓은거 찔려서 기재해놓은거? 아 나 진짜...용달블루에 이은 핵망작 무슨 욕탕 바가지 블루 색상임",1
"색도 예쁘고
핏도 예뻐서 자주 많이 입을거같아요",1
보풀 잘 납니다 회색바지 심하게 튑니다..남자분들 참고 하시길..,1
"핏이 예쁘게 떨어져서 예쁩니다. 원단도 만족합니다
 다만 바지 여매는 거랑 지퍼가 덜렁덜렁거려서 불안해요, 신품인데..",1
"중학생 아들 사줬는데 
살짝 큰데 두툼하니 학원갈때
잘 입고 다녀요 ~너무 좋아해요~~~
너무 맘에 든데요",0
등쪽 재봉 마감 진짜 걸리적거리고 마음에 안드네요.,1
배송 느림,0
"모자 부분이 생각보다 푱푱해서 좋았어요
가슴 폭이 조금 부하게 보이지만 잘 입을 거 같아요 !",1
싸구려 티가 아주 많이 남. 다른 옷 이랑 겹쳤는데 이염됐음....,1
이쁩니다 기모도 있고 지금날씨에 입기 좋습니다,0
강추,0
"아이가 좋아합니다
중2의 간지 용
이뿐 블랙이에요",0
밑위가  조금 타이트하네요 색감은 꽤나 좋습니다,1
작네 작아요,1
"팔에 포켓주머니가 있어서 아쉬웠어요.
얘만 아우터로 입을거면 괜찮은데 제가 생각한 아우터안에 입을 경량패딩은 아닙니다.",1
굽 커요,1
통 커요,1
반짝거리는게 반사되는 재질이네요.. 생각보다는 손이안가요,1
2년째 입고있어요 원단도 짱짱해서 좋아요 단 여름에는 쫌 더워서..,1
택배 빨라요,0
별로,0
보들 까끌거려요,1
어떰 옷이든 다 잘 어울려서 너무 잘 산 것 같아요 너무 이뻐요!!,0
작아 커요,1
"사이즈 넉넉한편이예요
세탁후 크게 줄지않고 소재 괜찮아요
아이들 편하게 입기에 좋은것 같아요",1
굿굿,0
사이즈를 좀 잘못시킨거 같아욤..ㅋㅋ약간 아줌마 핏?? 할머지 패팅 느낌이 있어서 사이즈 잘 확인하고 사셔야할듯요. 근데 디자인이나 이런거는 예뻐요!!,1
항상 페이탈리즘 구매하고 착용하는데 역시 믿고 사는 페이탈리즘! 강추합니다!,1
옷은이쁜데 검은물이 10번을헹궈도 계속나오네요..,0
팔은짧고 어깨선 때문에 어좁이처럼 보이네요오,1
가볍게 외출할때 입기편하지만 옷이 너무 무거움,1
"정말 좋습니다
재질도 좋고 아주만족해요! 잘입겠습니다",1
작아 연해요,1
핏은 좋고 재질은 소소 세탁기 돌려도되나요? 수축되나요?,1
너무 유명한 제품이라서 받았을 때 왜 유명한지 납득이 갔어요.,1
환불,0
"
기모라서 더울까 걱정했는데 맘에 들어하네요~
감사합니다
",0
이상한 냄새가 나서 3번째 빨았는데 냄새가 안빠져요,1
"원턱 와이드 스웨트 팬츠와 와이드 스웨트 조거 팬츠 구입후 마음에 들어서 기모까지 구입했습니다. 
175에 74kg 아들 잘맞아요..",1
평균키 평균몸무게 여자 기준 너무 헐렁한 느낌... 디자인이나 재질은 마음에 드는데 S로 다시 살 듯...,1
"택을뜯어서 환불도못하네요  의류중 바지는 절대못살거같아요
항상 만족하며삿었는데 허벅지부터골반쪽 터질듯이 꽉끼고불편하네요
참고로 평소29사이즈인데 30구매했습니다
2사이즈업정도면 넉넉할거같아요ㅠ
집가서 바로 처분하려구요
택을버린게 너무 후회되네요ㅠ",1
박스 빨라요,0
완벽한핏 감사합니다. 줄어드는거 감안하셔야할듯,1
이 옷을 5만원에 판다는 것이 이상하네요 기모가 입을 때 머리카락이며 속옷이며 다 붙네요 옷을 빨고나니 보풀도 심하네요,1
가격에 비해 괜찮네요 근데 초겨울에만 입어야 할 거 같아요,1
회색후드에 비해 질이 현저히 저급임 한번 입고 다시 입고싶지않은 감촉,1
두께감이있어 조금 무거워요. 안에 기모라서 지금은 못입어요. ,1
세탁 후 변형이 없고 핏 좋고 색갈이 진짜 이뻐요!! 강추에여,1
질이 너무 안 좋습니다 싸게 사서 좋앗는데 첫날 뿐입니다,1
바지가 사진보다 좀 더 쨍한 푸른색이 돌아요 그치만 예쁘니까 오케이입니다. 저번이 검정색 샀다가 마음에 들어서 다른 색으로 한번 더 사봤는데 음... 곧 봄이니까 연청도 하나 더 사야겠네요 ㅋㅋ,1
아프 작아요,1
"우와 여름에는 박시하게 입는 티셔츠가 짱이네오 ㅎㅎ


일단 원단이 부들부들해서 좋구요

가격이 6처넌 6개월 만에 올라서 안좋네요 ㅎㅎ",1
일단은 정말 따뜻한 패딩이구요 스타일링 하기도 완벽,1
"가볍고 핏은 좋은데 일단배송이 2주넘게 걸렸어요.
바느질마감은 엉성해요",1
